trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.3, 'e': 0.0038874572434761303}",20,6,26.740306608124193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.3, 'e': 0.0038487763976105395}",30,18,20.517853200519063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.3, 'e': 0.003810480432592037}",20,16,7.413919772528946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.3, 'e': 0.0037725655187922052}",30,20,20.195351277434845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.3, 'e': 0.0037350278646880674}",20,0,27.899651753259175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.3, 'e': 0.003697863716482929}",20,0,27.001164439830593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.3, 'e': 0.0036610693577310053}",25,13,23.235396963239317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.3, 'e': 0.0036246411089657558}",25,8,-12.059571992773048,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
563,False,"{'a': 0.3, 'e': 0.0035885753273319477}",20,4,28.540117378390622,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.3, 'e': 0.003552868406221362}",20,4,8.348018102272315,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
565,False,"{'a': 0.3, 'e': 0.0035175167749121284}",30,10,29.933970482873082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.3, 'e': 0.003482516898211663}",30,17,25.91312957161843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.3, 'e': 0.0034478652761031265}",25,0,38.09152568646232,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.3, 'e': 0.0034135584433954303}",25,9,30.89828117170631,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.3, 'e': 0.0033795929693767124}",20,5,26.915694567132647,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.3, 'e': 0.003345965457471272}",25,14,18.503985631916272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.3, 'e': 0.0033126725448998926}",20,15,-12.346091222199444,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
572,False,"{'a': 0.3, 'e': 0.003279710902343573}",20,6,25.47495115278012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.3, 'e': 0.0032470772336105863}",20,14,12.636768395892542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.3, 'e': 0.00321476827530687}",20,7,23.405821418267678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.3, 'e': 0.003182780796509667}",25,12,25.72540184863392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.3, 'e': 0.0031511115984444414}",30,18,19.63773706315478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.3, 'e': 0.003119757514164992}",20,8,24.890674297040327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.3, 'e': 0.0030887154082367687}",20,0,34.21519728023015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.3, 'e': 0.0030579821764233073}",20,4,24.63692079527219,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.3, 'e': 0.0030275547453758153}",20,4,-0.05460927080979716,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
581,False,"{'a': 0.3, 'e': 0.0029974300723258286}",25,8,29.342282355947543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.3, 'e': 0.002967605144780944}",30,19,16.5205006702068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.3, 'e': 0.0029380769802235503}",20,0,29.59630929473475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.3, 'e': 0.002908842625812584}",20,12,12.92581015111,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.3, 'e': 0.0028798991580882404}",20,2,25.61877943578664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.3, 'e': 0.0028512436826796323}",35,15,34.381488717799414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.3, 'e': 0.0028228733340153363}",25,10,21.073265543604304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.3, 'e': 0.0027947852750368437}",20,0,28.947917712171613,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
589,False,"{'a': 0.3, 'e': 0.002766976696914851}",35,15,34.02043912036362,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.3, 'e': 0.0027394448187683684}",30,0,44.7835227394474,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.3, 'e': 0.0027121868873866434}",20,14,10.376542582220518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.3, 'e': 0.0026852001769538205}",25,15,20.66247892041071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.3, 'e': 0.002658481988776367}",25,10,29.896930320343436,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.3, 'e': 0.0026320296510131984}",20,3,27.258514272246117,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.3, 'e': 0.0026058405184084983}",25,0,41.81748900525796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
596,False,"{'a': 0.3, 'e': 0.00257991197202718}",25,13,19.6409019994071,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.3, 'e': 0.0025542414189929983}",20,0,30.158126712678488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.3, 'e': 0.0025288262922292556}",25,6,31.264350254564857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.3, 'e': 0.0025036640502021}",20,11,16.62114838018367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.3, 'e': 0.0024787521766663585}",30,12,35.159567084186605,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.3, 'e': 0.002454088180413917}",30,18,20.745402463646315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.3, 'e': 0.0024296695950245953}",20,13,15.201493715295166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.3, 'e': 0.0024054939786195095}",25,20,12.243766819938122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.3, 'e': 0.0023815589136168707}",20,10,16.705981602779953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.3, 'e': 0.002357862006490233}",20,9,18.784764737846032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.3, 'e': 0.002334400887529133}",20,3,28.81206893695031,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.3, 'e': 0.002311173210602129}",25,20,9.731145292129652,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.3, 'e': 0.0022881766529221693}",20,0,30.4899463803007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
609,False,"{'a': 0.3, 'e': 0.002265408914814322}",25,11,23.76413094223431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.3, 'e': 0.002242867719485801}",25,3,37.50957873270704,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.3, 'e': 0.002220550812798294}",25,7,31.573757622899723,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.3, 'e': 0.0021984559630425313}",20,14,10.062152638060311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.3, 'e': 0.0021765809607151255}",30,15,29.742172136571206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.3, 'e': 0.002154923618297613}",25,18,12.40940407939124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.3, 'e': 0.002133481770037708}",30,11,33.45013171392531,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.3, 'e': 0.002112253271732714}",20,9,18.1077264560585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.3, 'e': 0.0020912360005151103}",25,19,9.71398895784169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.3, 'e': 0.0020704278546402606}",20,13,11.893097491122646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.3, 'e': 0.002049826753276235}",25,11,30.281900035439786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.3, 'e': 0.002029430636295734}",25,12,21.179794473094752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.3, 'e': 0.0020092374640700602}",30,16,22.962162312574574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.3, 'e': 0.0019892452172651635}",20,15,8.475910361173767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.3, 'e': 0.0019694518966397014}",25,17,13.420001724052202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.3, 'e': 0.0019498555228451206}",25,19,10.07813921711557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.3, 'e': 0.0019304541362277093}",20,0,30.149744375036548,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.3, 'e': 0.0019112457966326377}",25,11,29.682089602607444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.3, 'e': 0.001892228583209938}",20,0,33.787076546233784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.3, 'e': 0.0018734005942224233}",25,3,33.34418733647706,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.3, 'e': 0.0018547599468555032}",25,13,23.43738451838248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.3, 'e': 0.0018363047770289071}",25,1,36.75233089961497,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.3, 'e': 0.0018180332392102713}",20,3,23.90253289990419,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.3, 'e': 0.0017999435062305911}",20,12,11.836489433964147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.3, 'e': 0.0017820337691014916}",20,10,19.460396747026987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.3, 'e': 0.0017643022368343355}",20,9,18.072831427765813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.3, 'e': 0.0017467471362611182}",20,10,-2.5711955565493874,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
636,False,"{'a': 0.3, 'e': 0.0017293667118571557}",25,9,26.849376451428064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.3, 'e': 0.0017121592255655228}",20,6,21.741384786434132,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.3, 'e': 0.0016951229566232505}",20,15,9.98506095619107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.3, 'e': 0.0016782562013892464}",25,18,14.779323466441845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.3, 'e': 0.001661557273173934}",20,0,28.39878573538231,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'a': 0.3, 'e': 0.0016450245020705747}",25,20,11.070321321885352,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.3, 'e': 0.0016286562347882806}",20,12,13.451140823946766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.3, 'e': 0.0016124508344866836}",30,15,30.090635477371972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.3, 'e': 0.0015964066806122474}",25,15,18.73635645560724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.3, 'e': 0.001580522168736217}",35,18,33.4816723101742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.3, 'e': 0.0015647957103941666}",30,14,22.860005055366763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.3, 'e': 0.0015492257329271562}",20,3,7.877954024712141,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
648,False,"{'a': 0.3, 'e': 0.001533810679324463}",30,12,32.07022427657712,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.3, 'e': 0.0015185490080678835}",20,10,19.667316956168243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.3, 'e': 0.0015034391929775724}",20,14,11.05853615323468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.3, 'e': 0.0014884797230594294}",20,12,17.95754970619448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.3, 'e': 0.0014736691023539948}",25,7,9.528215824470088,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
653,False,"{'a': 0.3, 'e': 0.0014590058497868585}",20,0,30.437428216624966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.3, 'e': 0.0014444884990205433}",25,14,22.81128014550374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.3, 'e': 0.0014301155983078744}",25,13,22.428078564089027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.3, 'e': 0.0014158857103468022}",30,20,21.40864208205091,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.3, 'e': 0.0014017974121366744}",25,17,17.018205012721303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.3, 'e': 0.001387849294835929}",20,12,12.654261898492974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.3, 'e': 0.0013740399636212118}",25,13,24.30216171245413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.3, 'e': 0.0013603680375478928}",30,19,19.465179570986855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.3, 'e': 0.0013468321494119735}",30,21,15.191488928038478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.3, 'e': 0.0013334309456133593}",25,13,24.28174560348987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.3, 'e': 0.0013201630860205026}",30,18,25.055224886806098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.3, 'e': 0.0013070272438363863}",20,10,17.646287296491327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.3, 'e': 0.001294022105465848}",20,8,23.285090081962373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.3, 'e': 0.0012811463703842113}",20,12,17.578499077834636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.3, 'e': 0.0012683987510072388}",30,8,40.817839636781855,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.3, 'e': 0.0012557779725623694}",25,12,15.842869170573987,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.3, 'e': 0.0012432827729612404}",30,24,10.750686934649119,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.3, 'e': 0.001230911902673481}",25,5,30.923803806971748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.3, 'e': 0.0012186641246017523}",25,11,26.091342661627415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.3, 'e': 0.0012065382139580404}",25,7,29.54236872712872,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.3, 'e': 0.0011945329581411752}",20,0,29.061442128621234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
674,False,"{'a': 0.3, 'e': 0.0011826471566155727}",35,22,23.072042066124638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.3, 'e': 0.0011708796207911744}",30,6,38.75054351199022,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.3, 'e': 0.0011592291739045914}",25,17,13.167738745863659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.3, 'e': 0.0011476946509014253}",20,0,29.664987097829048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
678,False,"{'a': 0.3, 'e': 0.0011362748983197658}",30,16,22.400300929282764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.3, 'e': 0.0011249687741748374}",20,15,10.545701027868658,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.3, 'e': 0.0011137751478448032}",20,5,23.547077602814387,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.3, 'e': 0.0011026928999577018}",20,10,17.27317711046124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.3, 'e': 0.0010917209222795108}",20,0,25.38701836878176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.3, 'e': 0.0010808581176033184}",25,14,22.656472901831677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.3, 'e': 0.0010701033996396044}",20,12,12.341582570949253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.3, 'e': 0.001059455692907609}",20,0,36.00151201832595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.3, 'e': 0.0010489139326277882}",30,1,44.34622257305692,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.3, 'e': 0.0010384770646153282}",20,5,24.06699789642736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.3, 'e': 0.0010281440451747298}",25,3,31.898312368517008,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.3, 'e': 0.0010179138409954376}",20,15,13.262534962301451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.3, 'e': 0.0010077854290485105}",25,2,38.1618479083049,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.3, 'e': 0.000997757796484312}",25,16,16.86748280543512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.3, 'e': 0.0009878299405312295}",35,20,31.10481368033205,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.3, 'e': 0.0009780008683953946}",20,12,12.890401942042228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.3, 'e': 0.0009682695971614017}",20,13,10.701960975220825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.3, 'e': 0.0009586351536940199}",25,0,36.28625141349576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
696,False,"{'a': 0.3, 'e': 0.0009490965745408727}",30,12,29.91036841551981,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.3, 'e': 0.0009396529058360961}",25,15,11.241202296328042,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.3, 'e': 0.000930303203204949}",20,16,9.640643248567955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.3, 'e': 0.0009210465316693785}",25,15,20.749502096808214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.3, 'e': 0.0009118819655545162}",25,11,24.67667370037805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.3, 'e': 0.0009028085883961136}",25,18,14.124021637689271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.3, 'e': 0.0008938254928488927}",20,8,21.633276094903863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.3, 'e': 0.0008849317805958146}",20,12,14.270841049640447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.3, 'e': 0.0008761265622582417}",20,12,15.957407641494731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.3, 'e': 0.0008674089573070025}",20,14,11.896752859425467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.3, 'e': 0.0008587780939743365}",20,0,28.137129631651614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.3, 'e': 0.0008502331091667194}",20,9,16.34546103949782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.3, 'e': 0.000841773148378549}",30,18,23.12656663550471,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.3, 'e': 0.0008333973656066964}",20,0,35.4418449927077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.3, 'e': 0.0008251049232659038}",25,13,19.83381416905568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.3, 'e': 0.0008168949921050283}",20,0,33.19281506888139,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.3, 'e': 0.0008087667511241114}",20,0,33.96591879887416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.3, 'e': 0.0008007193874922814}",25,5,36.563997029044096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.3, 'e': 0.0007927520964664684}",35,23,22.211239321776628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.3, 'e': 0.0007848640813109316}",25,13,23.92401977577625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.3, 'e': 0.0007770545532175816}",20,13,12.193255299347218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.3, 'e': 0.0007693227312271008}",20,11,17.732819675959163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.3, 'e': 0.0007616678421508473}",20,11,19.200810766592937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.3, 'e': 0.0007540891204935333}",25,11,23.74917571868413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.3, 'e': 0.0007465858083766792}",30,22,15.613681356121633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.3, 'e': 0.0007391571554628196}",25,1,44.225153846097164,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.3, 'e': 0.0007318024188804728}",25,12,22.367807667372844,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.3, 'e': 0.0007245208631498506}",20,13,12.598766789093016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.3, 'e': 0.0007173117601093135}",25,8,33.337656239463534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.3, 'e': 0.000710174388842549}",20,0,36.71807168292049,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
726,False,"{'a': 0.3, 'e': 0.0007031080356064829}",30,8,37.72306258619887,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.3, 'e': 0.0006961119937599021}",25,20,9.713227526725898,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.3, 'e': 0.0006891855636927931}",25,2,41.9848041473054,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.3, 'e': 0.0006823280527563766}",30,20,20.615663300830885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.3, 'e': 0.0006755387751938444}",20,11,15.676329293215694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.3, 'e': 0.0006688170520717817}",30,5,2.97333687993605,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
732,False,"{'a': 0.3, 'e': 0.0006621622112122764}",25,15,17.508450286014618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.3, 'e': 0.0006555735871256958}",30,21,15.33086902792436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.3, 'e': 0.0006490505209441411}",35,22,20.61466867077483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.3, 'e': 0.0006425923603555573}",25,10,28.054053652178254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.3, 'e': 0.0006361984595385052}",20,8,20.445981817821206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.3, 'e': 0.000629868179097574}",25,14,19.2317378047832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.3, 'e': 0.0006236008859994445}",20,5,29.665891195899004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
